longitude,latitude,altitude
16.38857,39.234968,1105.6
16.388039,39.234916,1106.0
16.387895,39.234929,1106.3
16.387696,39.234904,1106.7
16.387503,39.234904,1107.2
16.387364,39.234921,1107.5
16.387047,39.235062,1108.7
16.386495,39.235236,1110.6
16.386264,39.23534,1111.7
16.386146,39.235411,1112.5
16.385958,39.235415,1113.9
16.385658,39.235365,1117.0
16.385561,39.235315,1118.7
16.385202,39.23532,1123.7
16.384681,39.235456,1129.6
16.384456,39.235531,1131.9
16.384322,39.235652,1132.8
16.383968,39.235839,1133.8
16.383786,39.235955,1133.3
16.383544,39.236051,1131.8
16.383179,39.236288,1125.5
16.382863,39.236516,1118.3
16.38275,39.236765,1112.8
16.3826,39.23731,1094.5
16.382477,39.237553,1088.2
16.382409,39.237407,1085.1
16.382334,39.237274,1082.1
16.382265,39.236958,1073.4
16.3822,39.236761,1068.4
16.382141,39.236522,1064.5
16.382133,39.236348,1063.1
16.382072,39.236308,1061.7
16.382015,39.236315,1060.4
16.381927,39.236369,1059.2
16.381742,39.236616,1056.7
16.381487,39.237025,1055.9
16.381355,39.237384,1056.0
16.38124,39.237399,1056.0
16.380961,39.237384,1054.5
16.380687,39.237401,1051.9
16.379615,39.237509,1036.8
16.379427,39.237569,1034.7
16.379381,39.23763,1032.7
16.379285,39.237626,1030.7
16.379228,39.237588,1028.6
16.37896,39.237756,1021.7
16.378609,39.237875,1011.1
16.378131,39.237966,999.7
16.378072,39.238024,997.1
16.377992,39.238039,994.5
16.377887,39.238035,991.9
16.377308,39.238124,979.1
16.376729,39.238143,969.9
16.376485,39.238193,968.8
16.376039,39.238238,966.8
16.375954,39.238193,966.1
16.375916,39.238047,965.5
16.375902,39.237898,964.8
16.375919,39.237756,964.1
16.376021,39.237613,963.5
16.376141,39.237501,962.8
16.376179,39.237435,962.2
16.376278,39.237391,961.2
16.376396,39.237387,960.4
16.376715,39.23742,959.4
16.376876,39.237387,959.0
16.377207,39.237279,958.2
16.377571,39.237083,957.1
16.377697,39.236944,956.7
16.37771,39.236851,956.4
16.377662,39.236722,956.1
16.37752,39.236628,955.8
16.377354,39.236603,955.4
16.377249,39.23663,955.1
16.377107,39.236711,954.6
16.377,39.236738,954.2
16.376184,39.236668,951.0
16.37586,39.236678,948.0
16.375473,39.236666,942.1
16.375159,39.236734,937.3
16.37447,39.236738,923.7
16.373977,39.236705,912.2
16.373228,39.236938,895.9
16.373124,39.237027,893.8
16.372946,39.237231,890.4
16.372955,39.237291,888.9
16.373075,39.237472,886.6
16.373199,39.237713,884.9
16.373207,39.237979,883.7
16.37344,39.238467,883.3
16.373569,39.23876,884.8
16.373397,39.239182,886.5
16.373416,39.23935,886.6
16.373542,39.239892,885.1
16.373588,39.240243,882.6
16.373609,39.240621,877.1
16.373668,39.240754,875.2
16.373808,39.240829,873.1
16.374167,39.24087,868.0
16.374234,39.240912,866.2
16.374376,39.241078,862.6
16.374441,39.241203,861.0
16.374486,39.241469,858.0
16.374559,39.241581,856.5
16.37469,39.241641,855.1
16.374856,39.241631,853.7
16.374983,39.241595,852.3
16.375251,39.241849,848.5
16.375369,39.241895,847.3
16.375452,39.241969,846.2
16.375495,39.242125,845.3
16.375562,39.242181,844.4
16.375666,39.242235,843.5
16.376257,39.242343,840.5
16.376428,39.242352,840.1
16.376581,39.242393,839.7
16.376648,39.242449,839.3
16.376629,39.242528,839.0
16.376345,39.242659,838.6
16.376021,39.242719,838.4
16.375792,39.242713,838.3
16.375688,39.242757,838.3
16.375621,39.242809,838.4
16.375492,39.24284,838.4
16.375468,39.2429,838.5
16.375484,39.243031,838.6
16.375559,39.243128,838.8
16.375672,39.243201,838.9
16.375782,39.243322,839.1
16.375776,39.243469,839.2
16.375623,39.243754,839.7
16.375589,39.24387,839.9
16.375548,39.24392,840.1
16.375473,39.243934,840.4
16.375393,39.243901,840.7
16.375157,39.243679,841.5
16.3751,39.243669,841.8
16.374856,39.243745,842.3
16.374722,39.243754,842.7
16.374591,39.243739,843.1
16.374441,39.243675,843.5
16.374366,39.243625,844.0
16.374296,39.243453,844.9
16.374226,39.243399,845.3
16.374138,39.243367,845.6
16.373867,39.243369,846.1
16.373437,39.243249,846.4
16.373314,39.243253,846.3
16.373022,39.243336,845.7
16.372928,39.24334,845.3
16.372888,39.243305,844.8
16.372864,39.242954,842.7
16.372751,39.242912,841.9
16.372499,39.242885,840.6
16.372338,39.24284,840.1
16.372185,39.242742,839.9
16.371994,39.242661,840.0
16.371707,39.242597,840.6
16.371413,39.242453,842.4
16.371233,39.24247,843.8
16.371066,39.242453,845.3
16.370157,39.242113,864.9
16.369964,39.242077,868.1
16.369846,39.24204,871.3
16.369653,39.241944,874.6
16.3695,39.241909,877.9
16.369328,39.241915,881.2
16.369165,39.241903,884.3
16.368784,39.241732,892.8
16.36862,39.241703,895.0
16.367901,39.241851,906.3
