longitude,latitude,altitude
8.670484,49.36023,104.3
8.741116,49.319113,178.9
8.838436,49.271351,152.8
8.918965,49.225875,172.3
8.994434,49.151141,215.2
9.063513,49.070023,190.4
9.10506,48.999912,261.4
9.130612,48.945018,220.9
9.128588,48.895584,306.1
9.165104,48.833751,290.0
9.186573,48.790785,247.5
9.205659,48.748861,461.5
9.263085,48.707343,318.0
9.295877,48.650975,373.7
9.350195,48.601071,305.1
9.332003,48.537441,423.7
9.401551,48.487366,508.6
9.376037,48.412682,666.8
9.427738,48.351146,741.7
9.504124,48.260973,655.4
9.508468,48.196757,522.2
9.536509,48.125775,555.8
9.509949,48.049227,579.3
