longitude,latitude,altitude
13.505494,43.059678,278.6
13.505494,43.059678,278.6
13.504144,43.059605,280.2
13.503244,43.059534,282.3
13.502181,43.05957,287.4
13.501274,43.059623,294.5
13.501087,43.059617,295.6
13.500939,43.059593,296.7
13.500387,43.059448,300.6
13.499751,43.059323,305.4
13.499557,43.059239,306.4
13.498774,43.058686,314.1
13.498101,43.058347,320.1
13.497967,43.058288,321.0
13.497884,43.058274,321.9
13.497797,43.058277,322.8
13.497725,43.058302,323.7
13.496706,43.059019,331.6
13.496596,43.05908,332.2
13.496414,43.05915,333.0
13.496132,43.059197,334.9
13.495822,43.059199,336.7
13.495535,43.059152,338.9
13.494899,43.058986,344.1
13.49389,43.058774,353.8
13.493912,43.059015,355.8
13.493912,43.059556,360.3
13.493823,43.060418,361.8
13.493716,43.061087,359.8
13.493633,43.061402,359.7
13.493375,43.062092,361.3
13.493247,43.063309,365.0
13.493242,43.063437,364.9
13.493268,43.063582,364.8
13.493311,43.06375,364.8
13.494234,43.065609,347.1
13.495025,43.067081,327.4
13.495138,43.067195,326.5
13.495352,43.067316,325.0
13.496533,43.067767,320.6
13.496766,43.067881,320.3
13.497133,43.068136,320.4
13.497239,43.068248,320.6
13.497423,43.06848,320.8
13.497657,43.068811,320.4
13.49826,43.069664,317.4
13.498466,43.069887,316.3
13.498721,43.070073,314.9
13.498952,43.070179,313.6
13.499791,43.070514,309.7
13.500001,43.070628,308.7
13.500143,43.070755,308.3
13.500312,43.070989,307.5
13.500577,43.07146,306.1
13.501098,43.07264,306.2
13.50121,43.072771,306.2
13.501362,43.072865,306.3
13.501552,43.072934,306.4
13.502149,43.073083,306.4
13.503812,43.073545,302.9
13.504333,43.073724,300.8
13.504474,43.073812,300.4
13.504547,43.073914,299.9
13.504577,43.074049,299.4
13.504458,43.075675,295.0
13.504449,43.075791,295.0
13.504414,43.075899,295.0
13.504376,43.075991,295.0
13.504268,43.076159,295.0
13.504072,43.07639,295.0
13.50373,43.076794,292.9
13.503608,43.076891,292.1
13.503485,43.076956,291.2
13.503281,43.076988,290.3
13.503107,43.076975,289.4
13.502903,43.076907,288.5
13.502112,43.076443,281.3
13.501867,43.076351,279.4
13.501624,43.076309,277.9
13.501186,43.076313,276.5
13.500966,43.076341,276.3
13.500808,43.076398,276.1
13.500674,43.07649,275.9
13.500143,43.076972,273.8
13.499845,43.077195,272.1
13.497133,43.07878,254.6
13.496841,43.078933,253.6
13.496123,43.079275,248.2
13.496027,43.079317,246.5
13.495831,43.079402,244.8
13.495583,43.079511,241.5
13.495087,43.079723,235.3
13.494606,43.07993,229.4
13.493726,43.080308,221.1
13.493939,43.080536,221.0
13.494215,43.080838,221.0
13.494624,43.081275,219.8
13.494925,43.081597,218.2
13.495269,43.081965,216.6
13.495454,43.08216,215.7
13.495849,43.082576,213.5
13.496001,43.082694,213.2
13.496179,43.082797,212.9
13.496589,43.0829,212.5
13.496859,43.082948,212.5
13.496511,43.08359,209.1
13.496983,43.083777,206.1
13.497211,43.083889,204.6
13.497467,43.084053,203.0
13.497637,43.084214,201.5
13.497809,43.084473,199.0
13.497954,43.084857,196.4
13.497982,43.085044,195.7
13.497999,43.086507,188.0
13.497969,43.087478,185.1
13.497922,43.087874,186.0
13.497771,43.088254,187.5
13.497677,43.08841,188.1
13.497581,43.088522,188.8
13.497206,43.088886,191.4
13.496112,43.090006,198.0
13.495757,43.089942,199.1
13.49505,43.089775,202.8
13.494727,43.089703,203.9
13.494532,43.089682,204.4
13.49437,43.089719,204.8
13.494203,43.0898,205.3
13.494033,43.089948,206.0
13.493963,43.09012,206.4
13.49395,43.090268,206.7
13.493711,43.090291,206.9
13.493566,43.090288,207.2
13.493432,43.090306,207.4
13.49333,43.090368,207.5
13.491833,43.091834,211.1
13.491032,43.092953,214.5
13.490886,43.093333,215.3
13.490788,43.093459,215.4
13.490288,43.093985,217.1
13.49023,43.094069,217.4
13.490401,43.094163,217.7
13.490582,43.094293,218.2
13.490864,43.094534,219.0
13.491205,43.094852,220.0
13.491367,43.094963,220.2
13.491328,43.095382,221.1
13.491167,43.09582,221.8
13.490889,43.096181,222.2
13.490671,43.0964,222.8
13.489443,43.097229,227.4
13.489337,43.097333,228.1
13.48916,43.097305,228.7
13.488121,43.097211,233.0
13.487756,43.097178,233.8
13.487695,43.097241,234.4
13.487211,43.097595,237.1
13.486978,43.097725,238.1
13.484433,43.098649,254.1
13.484244,43.098688,255.2
13.484047,43.098688,256.2
13.483861,43.098624,257.3
13.48361,43.098467,259.4
13.483422,43.098313,261.4
13.482965,43.097827,266.8
13.482494,43.097465,270.9
13.48216,43.097235,273.2
13.482021,43.097188,274.0
13.481749,43.097166,275.5
13.481076,43.09722,279.6
13.480638,43.097212,282.1
13.479919,43.097168,286.0
13.479583,43.097179,287.6
13.47923,43.097226,288.9
13.477961,43.097595,298.8
13.477448,43.097728,304.9
13.477167,43.097824,308.5
13.476963,43.097918,310.2
13.476692,43.098084,314.8
13.476464,43.098243,319.5
13.47584,43.098601,331.3
13.475735,43.098633,332.9
13.475132,43.099222,341.9
13.474567,43.099775,346.4
13.473849,43.100444,352.5
13.473707,43.100583,353.1
13.473423,43.100936,354.7
13.473291,43.101061,354.8
13.472976,43.101311,354.4
13.472905,43.101394,354.1
13.47286,43.101519,353.6
13.472948,43.101958,352.2
13.472949,43.102221,351.9
13.472899,43.102422,352.0
13.472761,43.102638,352.4
13.472582,43.102831,353.0
13.472014,43.103353,356.4
13.471899,43.103481,357.3
13.471798,43.103674,359.0
13.471455,43.104608,366.0
13.471397,43.104719,366.5
13.47127,43.10486,367.0
13.471078,43.104981,368.0
13.470703,43.105234,369.9
13.470534,43.105382,370.4
13.470484,43.105429,370.7
13.470403,43.105513,371.0
13.470426,43.105531,371.4
13.47044,43.105576,371.7
13.47041,43.105618,372.0
13.470382,43.10563,372.4
13.470349,43.105634,372.7
13.470287,43.105617,373.0
13.470258,43.105574,373.4
13.470261,43.10555,373.7
13.470121,43.105481,374.0
13.470006,43.105416,374.3
13.469729,43.105256,374.9
13.469575,43.105218,375.2
13.469326,43.105196,375.6
13.468447,43.105183,376.3
13.467403,43.105169,377.1
13.466402,43.105136,378.0
13.465063,43.105033,378.0
13.463412,43.104841,375.4
13.462734,43.104762,373.7
13.462239,43.104754,372.1
13.4608,43.104786,367.5
13.460524,43.104766,366.1
13.460334,43.104739,365.2
13.460006,43.104664,363.3
13.458887,43.104358,355.1
13.458462,43.104319,352.5
13.457467,43.104358,347.4
13.457061,43.104398,346.7
13.456698,43.104464,346.4
13.454183,43.105067,351.6
13.45396,43.105097,351.9
13.453736,43.1051,352.2
13.453459,43.105069,352.7
13.450809,43.104439,353.1
13.450589,43.104376,353.0
13.445786,43.102241,350.3
13.445554,43.102115,350.2
13.445334,43.10192,350.4
13.445089,43.101567,350.9
13.444953,43.101266,351.6
13.444728,43.100798,352.8
13.444334,43.10027,353.8
13.443869,43.099823,353.8
13.44196,43.098217,361.9
13.441729,43.097973,363.7
13.441709,43.097947,364.2
13.441576,43.097774,366.4
13.441114,43.097103,376.6
13.440826,43.096851,379.9
13.440654,43.09677,381.0
13.440437,43.096692,382.1
13.439085,43.09624,388.7
13.438884,43.096155,388.7
13.437426,43.09533,393.9
13.437147,43.095219,395.8
13.436547,43.095094,400.6
13.436285,43.095023,402.4
13.435877,43.09486,404.5
13.435564,43.094698,406.5
13.43519,43.094499,408.0
13.433869,43.093694,415.7
13.433449,43.093525,419.4
13.432933,43.09344,425.2
13.432281,43.093421,431.6
13.431284,43.093457,439.5
13.430993,43.093506,441.4
13.430043,43.093744,447.6
13.42709,43.094529,447.8
13.426969,43.094531,447.4
13.426802,43.094508,447.1
13.42465,43.093963,436.7
13.424314,43.093817,434.7
13.423149,43.093182,431.1
13.422922,43.093088,431.0
13.422604,43.092983,431.0
13.421371,43.092789,430.7
13.421189,43.09273,430.5
13.42105,43.092623,430.2
13.420977,43.092469,430.0
13.420877,43.092165,429.0
13.420797,43.092054,428.6
13.420673,43.09195,428.3
13.420524,43.091874,427.9
13.420146,43.091778,426.9
13.419931,43.091757,426.6
13.419589,43.091776,425.9
13.419182,43.091856,424.8
13.418246,43.092237,422.4
13.418039,43.092275,422.2
13.417878,43.092262,422.0
13.417705,43.092203,421.8
13.417555,43.092073,421.6
13.417039,43.091535,420.6
13.416879,43.091445,420.8
13.416723,43.091384,421.0
13.416361,43.091323,421.9
13.415961,43.091342,421.7
13.415541,43.091422,420.7
13.41507,43.091587,419.4
13.414624,43.091804,418.3
13.41452,43.091835,418.0
13.414379,43.09184,417.5
13.414258,43.09182,416.9
13.414056,43.091719,416.3
13.413798,43.091538,415.1
13.413617,43.091476,414.7
13.41343,43.091451,414.5
13.413294,43.091449,414.3
13.413107,43.091474,414.3
13.412743,43.09155,414.2
13.412515,43.091571,414.2
13.412272,43.091547,414.2
13.411364,43.091351,415.5
13.410835,43.09129,416.9
13.410151,43.091314,418.8
13.409563,43.091384,420.5
13.409286,43.091453,421.0
13.409137,43.091521,420.8
13.408334,43.091881,414.6
13.407116,43.092428,406.2
13.40695,43.092502,405.9
13.405354,43.093218,417.3
13.40496,43.093435,419.2
13.40476,43.093595,420.1
13.404366,43.094048,422.6
13.403934,43.094354,425.0
13.403583,43.094551,427.1
13.403223,43.094698,429.2
13.402465,43.09497,432.5
13.402117,43.095149,433.7
13.40196,43.095264,434.1
13.401849,43.095375,434.4
13.401783,43.095464,434.6
13.401676,43.095609,435.0
13.401514,43.096016,436.6
13.401353,43.096258,437.8
13.401177,43.096396,439.0
13.400885,43.096581,440.7
13.400721,43.096685,441.3
13.400271,43.097027,444.2
13.400021,43.097298,445.8
13.399971,43.097396,446.1
13.399805,43.097713,448.3
13.399614,43.097942,449.7
13.399132,43.098337,453.3
13.398945,43.098501,454.9
13.39878,43.09862,455.7
13.398292,43.09888,458.9
13.398066,43.098963,460.5
13.397896,43.099002,461.3
13.397739,43.099041,462.3
13.397633,43.099068,463.0
13.397474,43.099107,463.6
13.397331,43.099142,464.2
13.397095,43.099199,465.4
13.397016,43.099213,466.0
13.39662,43.099216,467.5
13.396229,43.099167,468.8
13.396076,43.099139,469.3
13.395851,43.099093,469.6
13.395099,43.09892,471.1
13.394893,43.098857,470.9
13.394771,43.0988,470.7
13.394687,43.098735,470.5
13.39461,43.098653,469.8
13.3945,43.098456,468.1
13.394254,43.097774,461.9
13.394144,43.097581,460.5
13.394017,43.097395,459.1
13.393892,43.09727,458.4
13.39375,43.097193,457.9
13.393582,43.097155,457.5
13.393417,43.097156,457.1
13.393258,43.097205,456.9
13.393136,43.09727,456.7
13.392956,43.097424,457.7
13.392845,43.097562,458.4
13.39264,43.09791,461.3
13.392549,43.098003,462.0
13.39241,43.098084,462.9
13.392255,43.098142,463.8
13.392076,43.098175,464.6
13.391907,43.098164,465.4
13.391749,43.09812,466.2
13.391617,43.098051,467.0
13.391508,43.09794,467.7
13.39147,43.097855,468.2
13.391395,43.097473,469.3
13.391343,43.09733,469.4
13.391259,43.097231,469.4
13.391099,43.097126,469.4
13.390872,43.097041,469.3
13.390694,43.096996,469.3
13.390535,43.096993,469.2
13.390349,43.097028,469.2
13.39018,43.09711,469.2
13.390009,43.097231,469.2
13.389886,43.097384,469.3
13.389797,43.097532,469.4
13.389768,43.097673,469.6
13.389764,43.097949,470.4
13.389709,43.09821,471.3
13.389623,43.098342,471.9
13.389467,43.09847,472.4
13.389287,43.098562,472.9
13.389071,43.098629,473.3
13.388854,43.098669,473.8
13.388561,43.098675,474.8
13.388285,43.098652,475.8
13.38793,43.098597,476.6
13.387272,43.098516,477.4
13.387045,43.098522,477.5
13.386701,43.098617,477.6
13.386478,43.098646,477.5
13.385969,43.09866,477.4
13.385775,43.098684,477.3
13.385714,43.098718,477.2
13.385675,43.098774,477.0
13.385667,43.09885,476.7
13.385693,43.09893,476.3
13.385936,43.099302,474.4
13.386266,43.099947,469.8
13.386434,43.100164,467.8
13.386972,43.100614,462.1
13.38705,43.100729,461.3
13.387066,43.100859,460.5
13.387045,43.100962,459.8
13.386966,43.101088,459.0
13.386612,43.10139,456.2
13.386518,43.101538,455.4
13.386488,43.101708,454.6
13.386559,43.102602,447.9
13.386552,43.102767,447.2
13.386534,43.102889,446.0
13.386485,43.102957,444.8
13.386418,43.102996,443.7
13.386331,43.103023,442.6
13.386208,43.103041,441.5
13.38556,43.103015,435.3
13.38532,43.103015,434.0
13.385147,43.103068,432.7
13.385022,43.103147,431.4
13.384801,43.103346,429.0
13.384601,43.103433,427.9
13.384392,43.103471,426.8
13.383981,43.103495,423.7
13.383849,43.103522,423.2
13.383752,43.103581,422.6
13.383668,43.103696,422.1
13.383606,43.103893,421.2
13.383595,43.104432,420.0
13.38357,43.104574,420.0
13.383495,43.104776,419.8
13.383246,43.105252,417.2
13.382794,43.105962,408.8
13.382684,43.106083,407.6
13.382513,43.106203,406.4
13.382273,43.106333,404.0
13.382186,43.106422,402.8
13.382151,43.106544,401.7
13.38217,43.106637,400.7
13.382281,43.106839,398.9
13.382294,43.106957,398.1
13.382238,43.107087,397.3
13.382113,43.10719,396.4
13.381856,43.107308,394.7
13.380845,43.107664,388.2
13.380707,43.107762,387.4
13.380637,43.107879,386.6
13.380661,43.108001,385.9
13.380767,43.1081,385.2
13.381067,43.108268,383.5
13.381145,43.108363,383.1
13.381148,43.108467,382.9
13.381078,43.108552,382.6
13.380988,43.108597,382.3
13.380794,43.108629,382.1
13.380047,43.108661,380.8
13.37962,43.10871,380.2
13.378552,43.108933,374.9
13.378098,43.109075,371.9
13.377796,43.109272,369.2
13.377611,43.109438,367.0
13.377468,43.109647,364.9
13.377376,43.109871,362.8
13.377368,43.110084,360.8
13.377473,43.110317,358.9
13.378136,43.111023,352.4
13.378206,43.111168,351.7
13.378187,43.111294,351.2
13.378149,43.111371,350.7
13.378038,43.111469,350.2
13.376162,43.112511,338.0
13.375948,43.112631,336.4
13.375477,43.1129,333.8
13.374222,43.113604,328.7
13.373555,43.113977,327.5
13.373367,43.11408,327.3
13.372324,43.114677,329.1
13.371498,43.115148,334.2
13.371424,43.11519,334.9
13.370865,43.115489,338.7
13.370525,43.115551,340.1
13.370104,43.115469,342.4
13.369202,43.114957,348.5
13.369157,43.114931,349.0
13.367934,43.114243,352.6
13.367653,43.114085,353.0
13.366896,43.113687,354.8
13.365952,43.113136,360.8
13.364917,43.112605,371.2
13.364492,43.112529,374.2
13.364096,43.112505,376.8
13.363693,43.112532,379.1
13.363297,43.112616,380.9
13.361929,43.113302,386.3
13.361623,43.113531,387.0
13.361419,43.113606,387.1
13.360878,43.113744,387.9
13.360153,43.114032,389.3
13.35996,43.11406,389.6
13.359633,43.114034,390.3
13.359418,43.11395,390.7
13.359327,43.113774,391.6
13.359478,43.113513,392.9
13.360191,43.113078,394.9
13.36041,43.112881,395.1
13.360882,43.111925,394.1
13.361521,43.110727,394.2
13.361542,43.110617,394.3
13.361504,43.110445,394.4
13.361397,43.110292,394.5
13.360373,43.109768,394.8
13.358715,43.108859,405.8
13.358495,43.108789,407.1
13.358131,43.108802,409.9
13.357514,43.10906,416.6
13.356505,43.109415,424.8
13.35628,43.109443,425.4
13.356006,43.109451,426.5
13.354961,43.108951,432.6
