longitude,latitude,altitude
15.190245,37.986292,643.0
15.190055,37.986219,629.0
15.189769,37.986208,623.1
15.189395,37.986124,619.9
15.189191,37.986117,618.7
15.188753,37.986266,615.4
15.188531,37.986208,613.5
15.188462,37.986259,611.5
15.188388,37.986132,609.2
15.188231,37.986012,607.3
15.188092,37.985964,605.6
15.188055,37.985822,604.1
15.188111,37.985746,602.8
15.188291,37.985615,597.6
15.188309,37.98556,595.7
15.188221,37.98552,593.7
15.18806,37.985571,591.7
15.187912,37.985654,589.9
15.187718,37.985654,588.1
15.187428,37.985556,585.0
15.187372,37.985592,583.5
15.187258,37.985724,581.9
15.187127,37.98576,580.3
15.186924,37.98595,577.5
15.186804,37.985948,575.5
15.186715,37.985917,573.8
15.186617,37.985917,572.1
15.186538,37.985986,570.5
15.186498,37.985934,568.8
15.18645,37.98586,567.1
15.186391,37.985737,565.3
15.186365,37.985673,563.6
15.186314,37.985515,561.9
15.186343,37.985314,558.3
15.186118,37.985188,556.1
15.185919,37.985071,555.0
15.185683,37.984933,554.1
15.185376,37.984717,553.3
15.185072,37.984581,556.7
15.184991,37.984552,557.9
15.184184,37.984213,566.8
15.184004,37.984108,567.2
15.183129,37.983474,567.3
15.182979,37.983391,567.4
15.182727,37.98334,567.8
15.182309,37.983297,568.6
15.182194,37.983264,568.8
15.182087,37.983214,569.0
15.181636,37.982825,570.1
15.181518,37.982781,570.4
15.181448,37.982776,570.9
15.181378,37.982804,572.0
15.181269,37.982876,573.0
15.181185,37.98293,574.0
15.181108,37.982934,575.2
15.180992,37.982885,576.4
15.180424,37.982341,583.8
15.180238,37.982199,586.0
15.179924,37.981882,590.0
15.179869,37.981751,590.8
15.179829,37.981481,591.9
15.179775,37.981402,592.0
15.179738,37.98137,592.2
15.179503,37.98136,592.5
15.179099,37.98138,592.9
15.178939,37.981369,593.0
15.178843,37.981352,593.6
15.178688,37.981262,594.7
15.177713,37.980755,606.9
15.177554,37.980704,608.9
15.17714,37.98058,614.5
15.176959,37.98055,616.4
15.176762,37.980562,618.3
15.17666,37.980584,620.1
15.176585,37.980609,621.9
15.176328,37.980752,624.1
15.176184,37.980844,624.9
15.173915,37.982809,624.3
15.173696,37.982993,623.6
15.173718,37.98301,623.3
15.173738,37.983054,623.1
15.173722,37.983099,622.8
15.173702,37.983117,622.6
15.17412,37.983533,622.7
15.174243,37.983602,623.0
15.174307,37.98362,623.3
15.174393,37.983626,623.7
15.174552,37.983589,624.1
15.174676,37.983502,624.6
15.174787,37.983479,624.4
15.175024,37.983466,624.0
15.175186,37.983492,623.7
15.175336,37.983525,623.2
15.176476,37.984142,613.2
15.176776,37.984285,609.5
15.177068,37.984382,608.1
15.177181,37.984409,607.0
15.177346,37.984436,606.0
15.178387,37.984585,599.3
15.178653,37.984599,598.0
15.178978,37.984572,596.8
15.179104,37.984546,595.8
15.180047,37.984348,590.3
15.18023,37.984324,589.9
15.180458,37.98433,589.5
15.180559,37.984344,589.1
15.180755,37.984402,588.7
15.184208,37.986006,567.1
15.184265,37.986032,566.4
15.18445,37.986156,565.1
15.184636,37.986389,563.4
15.185566,37.988196,545.7
15.185617,37.988335,544.5
15.185639,37.988461,543.4
15.185633,37.988659,541.3
15.18553,37.989404,535.7
15.18549,37.989564,535.2
15.185464,37.989635,534.7
15.184602,37.991086,536.6
15.184504,37.991277,537.5
15.184454,37.991438,538.0
15.184438,37.99159,538.5
15.184448,37.991759,539.0
15.18449,37.99193,539.5
15.184603,37.992158,540.2
15.184789,37.992362,540.7
15.185706,37.992942,538.9
15.185877,37.993092,537.4
15.186014,37.993292,535.4
15.18635,37.99403,527.6
15.186569,37.994453,524.4
15.186748,37.994695,523.3
15.187272,37.995211,524.2
15.187376,37.99536,524.3
15.187772,37.996715,512.2
15.187791,37.996993,507.3
15.187799,37.997827,495.9
15.187823,37.998018,494.4
15.18787,37.998171,493.7
15.187935,37.998293,493.2
15.188407,37.998876,491.6
15.188498,37.999053,491.4
15.188516,37.999206,491.3
15.188424,37.999593,491.0
15.188409,37.999759,490.9
15.188414,38.000073,490.9
15.188453,38.000377,491.1
15.18867,38.001122,493.1
15.188953,38.001726,495.8
15.189012,38.001889,496.1
15.18917,38.002118,497.1
15.18931,38.002271,499.5
15.18943,38.002401,499.1
15.189589,38.00255,498.0
15.189696,38.002625,497.3
15.190143,38.002871,494.0
15.190324,38.003041,492.0
15.191265,38.004739,479.9
15.191398,38.005037,480.7
15.191765,38.006369,471.6
15.191788,38.006616,468.4
15.19176,38.006793,466.6
15.191695,38.006959,464.8
15.191641,38.007056,463.1
15.191319,38.007514,456.4
15.190813,38.008095,451.7
15.190577,38.008326,451.2
15.190247,38.00861,451.4
15.18974,38.009109,449.6
15.18939,38.009623,448.0
15.189315,38.009804,448.0
15.189293,38.009908,448.2
15.189106,38.012072,457.7
15.189125,38.012393,458.1
15.189256,38.012714,458.5
15.189402,38.012951,458.6
15.189556,38.013133,458.3
15.189869,38.013397,456.6
15.189968,38.013515,455.9
15.19003,38.01364,455.0
15.190133,38.013959,451.6
15.190155,38.014186,448.7
15.190126,38.014362,447.2
