longitude,latitude,altitude
10.816984,49.338413,400.0
10.815656,49.338359,401.5
10.814672,49.338345,402.6
10.814192,49.338362,403.0
10.813309,49.338482,404.4
10.81293,49.338579,404.7
10.812751,49.338665,404.9
10.812585,49.338463,405.2
10.81242,49.337997,404.8
10.812404,49.337854,404.5
10.812365,49.337642,403.8
10.812353,49.33726,401.3
10.812406,49.336918,398.6
10.812501,49.336603,395.5
10.81251,49.336552,394.4
10.812519,49.336444,393.4
10.812537,49.336244,391.5
10.812545,49.335941,389.0
10.812496,49.33562,387.4
10.812437,49.335178,386.6
10.812427,49.335117,386.6
10.812411,49.334935,387.2
10.812397,49.334704,388.0
10.812426,49.334533,388.4
10.812494,49.334369,388.9
10.812586,49.334219,389.6
10.813279,49.333562,393.9
10.814599,49.33238,401.8
10.814679,49.332304,402.4
10.814896,49.332094,403.8
10.815116,49.331845,406.0
10.815194,49.331697,406.8
10.815402,49.3313,409.7
10.815706,49.330778,413.3
10.816274,49.330014,416.9
10.816644,49.329558,417.8
10.816888,49.329187,418.1
10.817019,49.328904,418.3
10.817156,49.328544,418.4
10.817199,49.328374,418.4
10.817449,49.327647,416.8
10.81804,49.327601,415.3
10.818483,49.327533,414.0
10.819245,49.327411,411.0
10.819449,49.327335,410.4
10.819546,49.327262,409.7
10.819309,49.327191,409.1
10.819058,49.327145,408.5
10.817694,49.327039,404.4
10.817638,49.327021,404.1
10.817602,49.326983,403.8
10.817619,49.326931,403.5
10.817665,49.326865,403.3
10.817839,49.326712,403.0
10.817948,49.326587,402.9
10.818028,49.326466,402.8
10.818057,49.326385,402.8
10.818052,49.326345,402.9
10.818048,49.326314,402.9
10.818019,49.326248,402.9
10.817882,49.32603,402.9
10.817773,49.325866,402.9
10.81773,49.32571,403.0
10.81769,49.325347,403.2
10.817624,49.325067,403.3
10.81751,49.324726,404.1
10.817732,49.324624,404.5
10.817922,49.324462,405.4
10.818327,49.324119,407.7
10.81868,49.323856,409.3
10.818975,49.323666,410.7
10.819187,49.323527,411.6
10.819548,49.323245,413.7
10.819681,49.323105,414.0
10.819777,49.322987,414.3
10.819989,49.322743,415.2
10.820295,49.322317,415.9
10.820478,49.321972,416.8
10.820528,49.321841,417.1
10.820544,49.321798,417.3
10.820663,49.321478,418.1
10.820816,49.321103,419.1
10.820992,49.320806,420.3
10.821405,49.320341,422.9
10.821934,49.31985,425.5
10.822219,49.319573,426.4
10.82263,49.319226,427.6
10.823612,49.318624,429.0
10.823918,49.318367,429.8
10.824025,49.31824,430.2
10.824211,49.318005,431.1
10.8243,49.317894,431.6
10.824436,49.317755,432.0
10.824681,49.317588,432.8
10.82586,49.316806,434.5
10.82714,49.315876,429.8
10.827443,49.315679,428.7
10.827934,49.315437,427.5
10.828189,49.31534,427.0
10.828359,49.315288,426.8
10.828609,49.315232,426.6
10.828949,49.315191,426.2
10.829272,49.315187,425.8
10.829798,49.315263,425.3
10.830116,49.315289,425.0
10.830453,49.315267,424.8
10.831042,49.315135,424.3
10.831985,49.314894,423.5
10.833771,49.314552,422.3
10.835366,49.314067,421.4
10.835771,49.313913,421.2
10.836078,49.313784,421.1
10.836443,49.313604,421.1
10.836736,49.313417,421.2
10.837097,49.313154,421.3
10.837495,49.312827,421.3
10.838719,49.311855,420.2
10.840073,49.310805,416.1
10.840412,49.310532,415.3
10.840832,49.310138,414.0
10.84153,49.309292,411.9
10.841787,49.309007,411.5
10.842021,49.308828,411.3
10.842169,49.30874,411.2
10.842778,49.308509,410.7
