longitude,latitude,altitude
14.002199,37.212327,221.5
14.001539,37.212231,216.6
14.001407,37.212246,215.2
14.001144,37.212347,212.4
14.000887,37.212488,210.7
14.000766,37.212528,209.7
14.000651,37.212545,209.0
14.000538,37.212532,208.5
14.000324,37.212464,207.9
14.000206,37.212475,208.2
13.999602,37.212738,199.1
13.999475,37.212784,196.2
13.99935,37.212808,192.4
13.999393,37.212659,188.7
13.99957,37.212047,171.2
13.999587,37.211882,168.6
13.99958,37.211699,163.3
13.99955,37.211598,160.6
13.999497,37.211507,157.4
13.999288,37.211292,150.5
13.998686,37.210936,148.0
13.998617,37.210873,148.4
13.998417,37.210406,148.8
13.99833,37.210129,148.2
13.998307,37.209988,147.9
13.998322,37.209911,147.5
13.998362,37.209861,147.1
13.998452,37.209823,146.6
13.999148,37.20966,143.7
13.999243,37.209627,143.2
13.99933,37.209563,142.6
13.999949,37.208923,138.6
14.000044,37.208804,138.3
14.000171,37.208528,137.7
14.000154,37.208412,137.6
13.999612,37.207914,136.1
13.999545,37.207824,135.8
13.999492,37.207715,135.4
13.999318,37.207123,130.1
13.999313,37.207055,128.8
13.999335,37.20696,127.5
13.999502,37.206475,120.7
13.999303,37.206469,119.3
13.99919,37.206487,117.9
13.999063,37.206536,116.6
13.998986,37.20659,115.3
13.998889,37.206697,114.1
13.998806,37.206902,111.8
13.998549,37.207264,108.8
13.998492,37.207323,108.3
13.998429,37.207361,108.0
13.998355,37.207387,107.7
13.998282,37.207385,107.4
13.998215,37.207363,107.1
13.998155,37.207317,106.7
13.998103,37.20725,106.4
13.998088,37.20717,106.1
13.998305,37.206564,106.0
13.99831,37.206485,106.1
13.998287,37.206415,106.2
13.99825,37.206359,106.3
13.998192,37.20632,106.5
13.998048,37.20628,106.7
13.997933,37.206284,106.9
13.997701,37.206352,107.2
13.997626,37.206401,107.4
13.997576,37.206467,107.4
13.997494,37.206844,107.0
13.997429,37.207031,106.4
13.997154,37.207618,100.6
13.99709,37.207729,99.3
13.997027,37.207772,97.9
13.996935,37.20781,96.5
13.996818,37.207834,95.1
13.996523,37.207846,92.5
13.996234,37.207914,89.9
13.996087,37.207973,88.8
13.995775,37.208138,85.6
13.995385,37.208261,83.0
13.995056,37.208301,81.8
13.994807,37.208315,81.2
13.99464,37.208316,81.0
13.994452,37.208305,80.8
13.993277,37.208289,75.5
13.99306,37.208273,74.7
13.992943,37.208244,73.9
13.992775,37.208174,73.1
13.992508,37.208037,71.7
13.992159,37.207858,69.8
13.991875,37.207695,68.3
13.991782,37.207598,67.8
13.991712,37.207476,67.5
13.991688,37.207369,67.2
13.991702,37.205738,69.2
13.99171,37.205499,69.6
13.991737,37.20531,70.0
13.991792,37.205125,70.4
13.992211,37.204017,73.6
13.992227,37.203912,73.9
13.992227,37.203816,74.3
13.992195,37.203726,74.6
13.992127,37.20363,75.0
13.992014,37.203499,75.4
13.991817,37.203352,76.1
13.991689,37.203313,76.4
13.991552,37.20331,77.4
13.991359,37.203342,78.3
